Date,fx_JPUS,fx_USEU,fx_USUK
1979-06-05,221.15,,2.08
1979-06-06,220.35,,2.0738
1979-06-07,219.55,,2.0645
1979-06-08,218.6,,2.062
1979-06-11,218.83,,2.069
1979-06-12,219.7,,2.09
1979-06-13,220.15,,2.1045
1979-06-14,220.18,,2.0958
1979-06-15,218.8,,2.106
1979-06-18,219.9,,2.106
1979-06-19,218.65,,2.12
1979-06-20,219.0,,2.132
1979-06-21,218.95,,2.1393
1979-06-22,215.8,,2.1418
1979-06-25,213.24,,2.1587
1979-06-26,215.9,,2.151
1979-06-27,216.4,,2.1559
1979-06-28,216.55,,2.1685
1979-06-29,217.8,,2.181
1979-07-02,218.3,,2.1885
1979-07-03,218.4,,2.2015
1979-07-04,,,
1979-07-05,217.0,,2.229
1979-07-06,217.5,,2.219
1979-07-09,217.5,,2.201
1979-07-10,217.68,,2.222
1979-07-11,217.45,,2.2325
1979-07-12,217.25,,2.2275
1979-07-13,217.35,,2.229
1979-07-16,216.8,,2.242
1979-07-17,216.45,,2.2695
1979-07-18,213.6,,2.278
1979-07-19,216.0,,2.2925
1979-07-20,217.1,,2.274
1979-07-23,215.75,,2.3015
1979-07-24,214.4,,2.3255
1979-07-25,215.25,,2.3205
1979-07-26,215.03,,2.329
1979-07-27,215.4,,2.313
1979-07-30,215.8,,2.3132
1979-07-31,216.7,,2.2475
1979-08-01,216.05,,2.2695
1979-08-02,216.55,,2.266
1979-08-03,216.9,,2.2685
1979-08-06,216.45,,2.2385
1979-08-07,216.5,,2.217
1979-08-08,216.5,,2.215
1979-08-09,216.05,,2.2345
1979-08-10,215.9,,2.248
1979-08-13,216.58,,2.2355
1979-08-14,216.8,,2.232
1979-08-15,216.85,,2.232
1979-08-16,216.98,,2.221
1979-08-17,217.3,,2.218
1979-08-20,217.38,,2.2215
1979-08-21,217.85,,2.2105
1979-08-22,219.5,,2.2179
1979-08-23,219.12,,2.222
1979-08-24,219.25,,2.232
1979-08-27,220.95,,2.243
1979-08-28,220.55,,2.249
1979-08-29,221.93,,2.2525
1979-08-30,219.95,,2.249
1979-08-31,220.4,,2.2527
1979-09-03,,,
1979-09-04,221.05,,2.2391
1979-09-05,221.5,,2.242
1979-09-06,220.85,,2.247
1979-09-07,220.8,,2.2495
1979-09-10,220.9,,2.2447
1979-09-11,221.55,,2.24
1979-09-12,222.2,,2.222
1979-09-13,223.6,,2.203
1979-09-14,223.4,,2.168
1979-09-17,223.48,,2.152
1979-09-18,223.8,,2.1535
1979-09-19,223.43,,2.1448
1979-09-20,220.3,,2.1605
1979-09-21,222.45,,2.163
1979-09-24,223.1,,2.1565
1979-09-25,222.8,,2.1583
1979-09-26,222.6,,2.186
1979-09-27,223.55,,2.202
1979-09-28,224.5,,2.203
1979-10-01,225.25,,2.1925
1979-10-02,225.35,,2.1912
1979-10-03,224.45,,2.183
1979-10-04,223.4,,2.186
1979-10-05,224.15,,2.178
1979-10-08,,,
1979-10-09,226.0,,2.1545
1979-10-10,225.6,,2.1685
1979-10-11,226.4,,2.1635
1979-10-12,227.5,,2.1565
1979-10-15,229.8,,2.157
1979-10-16,232.0,,2.1525
1979-10-17,234.1,,2.1445
1979-10-18,232.18,,2.1525
1979-10-19,230.65,,2.1545
1979-10-22,233.8,,2.1485
1979-10-23,235.4,,2.1125
1979-10-24,234.5,,2.1105
1979-10-25,233.9,,2.1135
1979-10-26,234.3,,2.1048
1979-10-29,235.98,,2.0963
1979-10-30,238.1,,2.0673
1979-10-31,237.85,,2.0745
1979-11-01,238.15,,2.071
1979-11-02,234.55,,2.0665
1979-11-05,237.1,,2.069
1979-11-06,,,
1979-11-07,240.2,,2.1055
1979-11-08,241.3,,2.085
1979-11-09,243.55,,2.091
1979-11-12,,,
1979-11-13,246.6,,2.109
1979-11-14,243.35,,2.1115
1979-11-15,247.2,,2.142
1979-11-16,246.5,,2.1595
1979-11-19,245.25,,2.1825
1979-11-20,246.2,,2.1665
1979-11-21,248.1,,2.1735
1979-11-22,,,
1979-11-23,249.0,,2.161
1979-11-26,250.85,,2.161
1979-11-27,249.45,,2.16
1979-11-28,248.95,,2.174
1979-11-29,248.85,,2.182
1979-11-30,249.55,,2.199
1979-12-03,248.89,,2.213
1979-12-04,247.5,,2.194
1979-12-05,245.7,,2.178
1979-12-06,243.6,,2.191
1979-12-07,240.2,,2.1665
1979-12-10,232.65,,2.1685
1979-12-11,233.3,,2.189
1979-12-12,237.9,,2.191
1979-12-13,240.7,,2.204
1979-12-14,242.55,,2.199
1979-12-17,240.1,,2.198
1979-12-18,239.4,,2.198
1979-12-19,239.0,,2.2045
1979-12-20,236.6,,2.1975
1979-12-21,239.9,,2.2015
1979-12-24,239.8,,2.2085
1979-12-25,,,
1979-12-26,239.05,,2.214
1979-12-27,239.8,,2.2455
1979-12-28,240.55,,2.2335
1979-12-31,240.3,,2.2185
1980-01-01,,,
1980-01-02,238.45,,2.2427
1980-01-03,238.35,,2.24
1980-01-04,234.8,,2.237
1980-01-07,231.55,,2.2615
1980-01-08,234.75,,2.262
1980-01-09,234.95,,2.266
1980-01-10,235.8,,2.258
1980-01-11,236.05,,2.257
1980-01-14,236.2,,2.2755
1980-01-15,239.65,,2.2765
1980-01-16,238.15,,2.271
1980-01-17,239.9,,2.277
1980-01-18,239.65,,2.2855
1980-01-21,241.0,,2.2835
1980-01-22,239.7,,2.275
1980-01-23,237.25,,2.2775
1980-01-24,239.35,,2.2778
1980-01-25,239.6,,2.261
1980-01-28,240.22,,2.2475
1980-01-29,239.35,,2.2495
1980-01-30,239.5,,2.262
1980-01-31,239.33,,2.2667
1980-02-01,240.45,,2.274
1980-02-04,240.29,,2.2865
1980-02-05,240.1,,2.2905
1980-02-06,240.1,,2.312
1980-02-07,240.09,,2.3015
1980-02-08,241.65,,2.298
1980-02-11,241.4,,2.3047
1980-02-12,,,
1980-02-13,242.1,,2.308
1980-02-14,243.39,,2.3131
1980-02-15,243.2,,2.295
1980-02-18,,,
1980-02-19,245.36,,2.272
1980-02-20,246.05,,2.2794
1980-02-21,246.09,,2.2865
1980-02-22,247.45,,2.2745
1980-02-25,248.35,,2.276
1980-02-26,248.08,,2.2767
1980-02-27,248.45,,2.287
1980-02-28,248.4,,2.2848
1980-02-29,251.65,,2.273
1980-03-03,247.85,,2.242
1980-03-04,246.4,,2.235
1980-03-05,246.88,,2.24
1980-03-06,248.1,,2.2335
1980-03-07,247.85,,2.227
1980-03-10,247.93,,2.2168
1980-03-11,247.3,,2.2265
1980-03-12,247.5,,2.2335
1980-03-13,248.1,,2.223
1980-03-14,249.05,,2.213
1980-03-17,248.9,,2.1875
1980-03-18,249.1,,2.186
1980-03-19,248.65,,2.1905
1980-03-20,248.7,,2.194
1980-03-21,248.92,,2.1835
1980-03-24,249.15,,2.186
1980-03-25,249.07,,2.1885
1980-03-26,249.1,,2.1855
1980-03-27,249.9,,2.174
1980-03-28,249.65,,2.169
1980-03-31,249.95,,2.16
1980-04-01,254.65,,2.1515
1980-04-02,257.15,,2.154
1980-04-03,257.2,,2.139
1980-04-04,258.75,,2.135
1980-04-07,261.4,,2.14
1980-04-08,258.2,,2.179
1980-04-09,251.8,,2.186
1980-04-10,249.5,,2.1915
1980-04-11,252.5,,2.195
1980-04-14,251.35,,2.2035
1980-04-15,252.7,,2.1875
1980-04-16,249.1,,2.217
1980-04-17,248.7,,2.215
1980-04-18,249.4,,2.2185
1980-04-21,249.8,,2.242
1980-04-22,250.0,,2.2345
1980-04-23,243.25,,2.269
1980-04-24,244.65,,2.2635
1980-04-25,246.0,,2.2735
1980-04-28,241.3,,2.283
1980-04-29,239.3,,2.2695
1980-04-30,239.35,,2.2585
1980-05-01,240.5,,2.259
1980-05-02,240.35,,2.2555
1980-05-05,237.2,,2.278
1980-05-06,231.8,,2.2795
1980-05-07,231.85,,2.2815
1980-05-08,233.6,,2.285
1980-05-09,231.8,,2.267
1980-05-12,226.8,,2.281
1980-05-13,227.75,,2.279
1980-05-14,227.2,,2.2975
1980-05-15,227.8,,2.3005
1980-05-16,229.6,,2.284
1980-05-19,229.0,,2.2835
1980-05-20,226.75,,2.291
1980-05-21,224.4,,2.3305
1980-05-22,224.05,,2.3285
1980-05-23,221.25,,2.344
1980-05-26,,,
1980-05-27,219.2,,2.37
1980-05-28,223.5,,2.359
1980-05-29,223.8,,2.346
1980-05-30,223.0,,2.3425
1980-06-02,223.55,,2.3365
1980-06-03,222.7,,2.303
1980-06-04,221.4,,2.3215
1980-06-05,220.35,,2.3305
1980-06-06,219.3,,2.3318
1980-06-09,216.35,,2.3505
1980-06-10,215.8,,2.3327
1980-06-11,217.75,,2.3348
1980-06-12,216.5,,2.3385
1980-06-13,216.0,,2.3425
1980-06-16,216.0,,2.3405
1980-06-17,216.0,,2.3306
1980-06-18,215.75,,2.3323
1980-06-19,216.35,,2.3355
1980-06-20,217.2,,2.335
1980-06-23,216.07,,2.341
1980-06-24,216.6,,2.3357
1980-06-25,217.95,,2.336
1980-06-26,217.2,,2.3435
1980-06-27,217.55,,2.347
1980-06-30,219.9,,2.3555
1980-07-01,219.5,,2.3615
1980-07-02,218.8,,2.358
1980-07-03,219.0,,2.3483
1980-07-04,,,
1980-07-07,217.9,,2.3825
1980-07-08,219.1,,2.373
1980-07-09,218.15,,2.3735
1980-07-10,216.85,,2.3755
1980-07-11,217.7,,2.3777
1980-07-14,218.25,,2.3755
1980-07-15,219.4,,2.3715
1980-07-16,218.8,,2.3715
1980-07-17,218.5,,2.38
1980-07-18,220.27,,2.3742
1980-07-21,220.38,,2.3795
1980-07-22,221.0,,2.388
1980-07-23,224.15,,2.3845
1980-07-24,223.2,,2.3965
1980-07-25,225.4,,2.3905
1980-07-28,227.4,,2.3862
1980-07-29,226.8,,2.371
1980-07-30,227.05,,2.348
1980-07-31,227.4,,2.3425
1980-08-01,227.0,,2.333
1980-08-04,226.05,,2.3425
1980-08-05,226.25,,2.3555
1980-08-06,225.3,,2.374
1980-08-07,225.7,,2.3698
1980-08-08,226.3,,2.372
1980-08-11,225.78,,2.3718
1980-08-12,222.9,,2.373
1980-08-13,224.0,,2.3755
1980-08-14,224.4,,2.3755
1980-08-15,225.75,,2.3795
1980-08-18,226.3,,2.369
1980-08-19,224.38,,2.36
1980-08-20,224.15,,2.3685
1980-08-21,224.75,,2.369
1980-08-22,223.8,,2.3655
1980-08-25,223.2,,2.3685
1980-08-26,219.4,,2.3795
1980-08-27,219.68,,2.3905
1980-08-28,218.0,,2.389
1980-08-29,219.1,,2.396
1980-09-01,,,
1980-09-02,215.93,,2.418
1980-09-03,216.7,,2.4155
1980-09-04,217.2,,2.418
1980-09-05,218.0,,2.413
1980-09-08,216.7,,2.4175
1980-09-09,216.8,,2.4005
1980-09-10,216.55,,2.402
1980-09-11,214.47,,2.4115
1980-09-12,213.2,,2.4135
1980-09-15,212.65,,2.396
1980-09-16,211.47,,2.3865
1980-09-17,211.95,,2.3923
1980-09-18,212.98,,2.384
1980-09-19,210.8,,2.3855
1980-09-22,214.8,,2.403
1980-09-23,218.15,,2.402
1980-09-24,214.45,,2.399
1980-09-25,215.0,,2.3992
1980-09-26,211.7,,2.3915
1980-09-29,212.4,,2.3905
1980-09-30,210.85,,2.387
1980-10-01,208.5,,2.391
1980-10-02,208.15,,2.386
1980-10-03,207.6,,2.3883
1980-10-06,207.9,,2.3978
1980-10-07,208.85,,2.3925
1980-10-08,208.35,,2.393
1980-10-09,208.95,,2.3972
1980-10-10,209.0,,2.4028
1980-10-13,,,
1980-10-14,206.5,,2.4078
1980-10-15,207.3,,2.407
1980-10-16,208.15,,2.4165
1980-10-17,208.2,,2.413
1980-10-20,208.65,,2.4295
1980-10-21,207.95,,2.435
1980-10-22,209.35,,2.4345
1980-10-23,210.4,,2.442
1980-10-24,212.75,,2.44
1980-10-27,213.75,,2.438
1980-10-28,213.25,,2.4345
1980-10-29,210.0,,2.441
1980-10-30,210.5,,2.438
1980-10-31,211.05,,2.4365
1980-11-03,210.8,,2.443
1980-11-04,,,
1980-11-05,211.35,,2.446
1980-11-06,212.65,,2.438
1980-11-07,213.1,,2.418
1980-11-10,209.5,,2.3965
1980-11-11,,,
1980-11-12,213.1,,2.413
1980-11-13,212.3,,2.4175
1980-11-14,212.9,,2.403
1980-11-17,213.6,,2.394
1980-11-18,213.3,,2.39
1980-11-19,212.65,,2.376
1980-11-20,213.7,,2.385
1980-11-21,213.8,,2.3585
1980-11-24,213.35,,2.339
1980-11-25,213.65,,2.355
1980-11-26,216.45,,2.3695
1980-11-27,,,
1980-11-28,216.6,,2.3575
1980-12-01,217.85,,2.3485
1980-12-02,216.55,,2.3415
1980-12-03,213.55,,2.346
1980-12-04,211.0,,2.3442
1980-12-05,211.6,,2.339
1980-12-08,208.5,,2.3435
1980-12-09,209.1,,2.3355
1980-12-10,210.1,,2.34
1980-12-11,210.45,,2.3145
1980-12-12,210.5,,2.3235
1980-12-15,209.4,,2.3275
1980-12-16,208.75,,2.309
1980-12-17,208.9,,2.33
1980-12-18,209.5,,2.324
1980-12-19,208.2,,2.341
1980-12-22,207.65,,2.351
1980-12-23,207.9,,2.368
1980-12-24,208.0,,2.36
1980-12-25,,,
1980-12-26,208.4,,2.379
1980-12-29,206.65,,2.366
1980-12-30,203.1,,2.39
1980-12-31,203.1,,2.389
1981-01-01,,,
1981-01-02,202.5,,2.382
1981-01-05,199.05,,2.4155
1981-01-06,199.7,,2.4225
1981-01-07,201.05,,2.4115
1981-01-08,201.7,,2.4035
1981-01-09,203.0,,2.395
1981-01-12,204.1,,2.397
1981-01-13,203.3,,2.388
1981-01-14,203.05,,2.4025
1981-01-15,201.75,,2.4005
1981-01-16,202.9,,2.3935
1981-01-19,202.3,,2.405
1981-01-20,200.65,,2.4185
1981-01-21,199.2,,2.427
1981-01-22,200.85,,2.403
1981-01-23,202.75,,2.407
1981-01-26,203.55,,2.416
1981-01-27,202.5,,2.402
1981-01-28,204.5,,2.4083
1981-01-29,204.6,,2.3968
1981-01-30,206.7,,2.3655
1981-02-02,203.15,,2.349
1981-02-03,204.05,,2.3505
1981-02-04,202.9,,2.356
1981-02-05,202.95,,2.3405
1981-02-06,203.8,,2.34
1981-02-09,203.9,,2.3405
1981-02-10,203.9,,2.337
1981-02-11,203.9,,2.3375
1981-02-12,,,
1981-02-13,207.45,,2.2845
1981-02-16,,,
1981-02-17,206.8,,2.263
1981-02-18,206.55,,2.266
1981-02-19,206.8,,2.284
1981-02-20,206.8,,2.31
1981-02-23,208.05,,2.244
1981-02-24,207.0,,2.233
1981-02-25,207.3,,2.228
1981-02-26,207.9,,2.2265
1981-02-27,209.7,,2.204
1981-03-02,211.1,,2.1805
1981-03-03,208.6,,2.205
1981-03-04,208.6,,2.198
1981-03-05,208.9,,2.204
1981-03-06,209.0,,2.1925
1981-03-09,206.0,,2.215
1981-03-10,207.0,,2.228
1981-03-11,207.6,,2.2165
1981-03-12,207.6,,2.219
1981-03-13,207.55,,2.217
1981-03-16,207.27,,2.2365
1981-03-17,207.7,,2.249
1981-03-18,207.6,,2.2785
1981-03-19,208.75,,2.2805
1981-03-20,208.25,,2.263
1981-03-23,208.6,,2.2495
1981-03-24,208.55,,2.2655
1981-03-25,208.85,,2.2625
1981-03-26,211.45,,2.245
1981-03-27,211.8,,2.226
1981-03-30,211.4,,2.2375
1981-03-31,211.25,,2.2325
1981-04-01,212.4,,2.246
1981-04-02,213.8,,2.218
1981-04-03,213.2,,2.195
1981-04-06,214.0,,2.175
1981-04-07,213.1,,2.203
1981-04-08,213.45,,2.196
1981-04-09,214.1,,2.19
1981-04-10,215.17,,2.185
1981-04-13,216.25,,2.163
1981-04-14,215.22,,2.1758
1981-04-15,216.7,,2.153
1981-04-16,216.8,,2.154
1981-04-17,217.5,,2.154
1981-04-20,218.2,,2.1575
1981-04-21,218.35,,2.1617
1981-04-22,216.85,,2.1865
1981-04-23,215.2,,2.1745
1981-04-24,214.3,,2.167
1981-04-27,212.1,,2.163
1981-04-28,212.3,,2.156
1981-04-29,214.7,,2.143
1981-04-30,215.78,,2.1395
1981-05-01,215.75,,2.143
1981-05-04,217.1,,2.118
1981-05-05,217.8,,2.1135
1981-05-06,216.9,,2.1168
1981-05-07,217.9,,2.1035
1981-05-08,217.6,,2.1155
1981-05-11,217.95,,2.101
1981-05-12,219.75,,2.0875
1981-05-13,220.45,,2.0775
1981-05-14,222.35,,2.0663
1981-05-15,223.05,,2.0745
1981-05-18,221.97,,2.0882
1981-05-19,221.0,,2.0765
1981-05-20,220.8,,2.081
1981-05-21,222.5,,2.068
1981-05-22,222.5,,2.0725
1981-05-25,,,
1981-05-26,224.35,,2.066
1981-05-27,224.95,,2.06
1981-05-28,224.0,,2.068
1981-05-29,223.9,,2.07
1981-06-01,222.5,,2.0575
1981-06-02,223.85,,2.036
1981-06-03,223.4,,2.016
1981-06-04,226.4,,1.94
1981-06-05,227.8,,1.93
1981-06-08,227.9,,1.94
1981-06-09,228.1,,1.9405
1981-06-10,225.45,,1.9705
1981-06-11,226.1,,1.949
1981-06-12,224.15,,1.957
1981-06-15,219.7,,2.002
1981-06-16,220.15,,1.9948
1981-06-17,220.9,,1.997
1981-06-18,222.1,,1.976
1981-06-19,223.35,,1.972
1981-06-22,222.52,,1.9918
1981-06-23,221.8,,1.9982
1981-06-24,222.8,,1.979
1981-06-25,225.45,,1.953
1981-06-26,224.85,,1.949
1981-06-29,225.85,,1.9435
1981-06-30,226.85,,1.93
1981-07-01,228.25,,1.9025
1981-07-02,226.75,,1.884
1981-07-03,228.5,,1.893
1981-07-06,229.83,,1.9
1981-07-07,228.75,,1.9025
1981-07-08,229.45,,1.879
1981-07-09,228.85,,1.877
1981-07-10,228.3,,1.8925
1981-07-13,228.3,,1.8805
1981-07-14,231.0,,1.862
1981-07-15,230.6,,1.89
1981-07-16,231.28,,1.8825
1981-07-17,231.97,,1.8815
1981-07-20,233.0,,1.867
1981-07-21,234.35,,1.845
1981-07-22,234.5,,1.8607
1981-07-23,234.9,,1.8545
1981-07-24,234.52,,1.8622
1981-07-27,236.1,,1.86
1981-07-28,237.25,,1.8635
1981-07-29,237.85,,1.858
1981-07-30,238.8,,1.857
1981-07-31,240.4,,1.84
1981-08-03,245.4,,1.8015
1981-08-04,246.1,,1.7935
1981-08-05,240.9,,1.8055
1981-08-06,239.9,,1.798
1981-08-07,234.9,,1.7905
1981-08-10,236.1,,1.771
1981-08-11,235.75,,1.776
1981-08-12,230.2,,1.8115
1981-08-13,231.7,,1.804
1981-08-14,233.75,,1.802
1981-08-17,229.8,,1.8225
1981-08-18,229.2,,1.829
1981-08-19,230.35,,1.8315
1981-08-20,228.9,,1.8595
1981-08-21,227.25,,1.8765
1981-08-24,228.4,,1.849
1981-08-25,230.6,,1.8235
1981-08-26,230.1,,1.845
1981-08-27,230.95,,1.8425
1981-08-28,229.1,,1.849
1981-08-31,230.5,,1.845
1981-09-01,230.95,,1.832
1981-09-02,229.7,,1.8415
1981-09-03,230.4,,1.8445
1981-09-04,229.7,,1.843
1981-09-07,,,
1981-09-08,232.5,,1.7935
1981-09-09,233.8,,1.781
1981-09-10,230.9,,1.804
1981-09-11,231.35,,1.779
1981-09-14,230.2,,1.795
1981-09-15,225.7,,1.833
1981-09-16,226.95,,1.8475
1981-09-17,226.3,,1.832
1981-09-18,226.3,,1.834
1981-09-21,224.2,,1.854
1981-09-22,226.8,,1.831
1981-09-23,227.9,,1.8115
1981-09-24,229.1,,1.7885
1981-09-25,229.7,,1.7855
1981-09-28,232.45,,1.779
1981-09-29,231.9,,1.7945
1981-09-30,232.3,,1.803
1981-10-01,233.1,,1.831
1981-10-02,232.05,,1.818
1981-10-05,227.6,,1.8545
1981-10-06,230.4,,1.847
1981-10-07,228.5,,1.869
1981-10-08,228.35,,1.8985
1981-10-09,226.55,,1.901
1981-10-12,,,
1981-10-13,228.6,,1.855
1981-10-14,228.75,,1.853
1981-10-15,230.6,,1.847
1981-10-16,230.6,,1.831
1981-10-19,232.35,,1.84
1981-10-20,232.7,,1.819
1981-10-21,233.7,,1.8212
1981-10-22,233.65,,1.8148
1981-10-23,232.3,,1.8205
1981-10-26,236.15,,1.805
1981-10-27,234.75,,1.8108
1981-10-28,234.05,,1.8245
1981-10-29,234.35,,1.8315
1981-10-30,232.8,,1.862
1981-11-02,229.15,,1.8725
1981-11-03,,,
1981-11-04,227.3,,1.878
1981-11-05,228.5,,1.8725
1981-11-06,229.05,,1.875
1981-11-09,226.78,,1.892
1981-11-10,229.85,,1.867
1981-11-11,,,
1981-11-12,227.25,,1.8945
1981-11-13,227.35,,1.907
1981-11-16,225.7,,1.913
1981-11-17,224.25,,1.893
1981-11-18,222.2,,1.9115
1981-11-19,220.3,,1.911
1981-11-20,218.65,,1.897
1981-11-23,217.6,,1.9037
1981-11-24,215.9,,1.9185
1981-11-25,216.6,,1.928
1981-11-26,,,
1981-11-27,215.65,,1.956
1981-11-30,214.2,,1.955
1981-12-01,216.4,,1.9455
1981-12-02,214.7,,1.9525
1981-12-03,216.65,,1.933
1981-12-04,216.5,,1.9415
1981-12-07,217.55,,1.935
1981-12-08,218.0,,1.9265
1981-12-09,218.4,,1.9225
1981-12-10,218.6,,1.8928
1981-12-11,219.3,,1.8775
1981-12-14,220.75,,1.8655
1981-12-15,217.5,,1.8855
1981-12-16,218.3,,1.8865
1981-12-17,218.45,,1.8865
1981-12-18,219.0,,1.8775
1981-12-21,220.05,,1.8715
1981-12-22,219.35,,1.886
1981-12-23,220.7,,1.8865
1981-12-24,222.1,,1.893
1981-12-25,,,
1981-12-28,222.8,,1.89
1981-12-29,222.3,,1.8905
1981-12-30,219.8,,1.9125
1981-12-31,219.8,,1.915
1982-01-01,,,
1982-01-04,218.75,,1.926
1982-01-05,219.7,,1.912
1982-01-06,219.6,,1.9253
1982-01-07,222.0,,1.92
1982-01-08,221.4,,1.92
1982-01-11,223.3,,1.887
1982-01-12,223.05,,1.873
1982-01-13,224.35,,1.868
1982-01-14,224.5,,1.8635
1982-01-15,224.5,,1.87
1982-01-18,225.35,,1.8835
1982-01-19,224.5,,1.894
1982-01-20,225.5,,1.8832
1982-01-21,225.65,,1.88
1982-01-22,227.4,,1.8705
1982-01-25,229.4,,1.8545
1982-01-26,228.25,,1.8705
1982-01-27,229.6,,1.866
1982-01-28,231.0,,1.8745
1982-01-29,228.3,,1.879
1982-02-01,232.6,,1.8605
1982-02-02,233.25,,1.8625
1982-02-03,234.8,,1.8585
1982-02-04,233.15,,1.87
1982-02-05,233.5,,1.8605
1982-02-08,234.75,,1.8625
1982-02-09,236.5,,1.842
1982-02-10,236.35,,1.8475
1982-02-11,235.75,,1.849
1982-02-12,,,
1982-02-15,,,
1982-02-16,240.65,,1.8322
1982-02-17,240.35,,1.8355
1982-02-18,235.5,,1.8515
1982-02-19,233.6,,1.8525
1982-02-22,232.1,,1.8475
1982-02-23,234.9,,1.831
1982-02-24,234.45,,1.8295
1982-02-25,236.05,,1.8327
1982-02-26,237.25,,1.82
1982-03-01,238.3,,1.8217
1982-03-02,237.7,,1.8125
1982-03-03,236.6,,1.823
1982-03-04,236.55,,1.8275
1982-03-05,233.9,,1.8375
1982-03-08,234.3,,1.825
1982-03-09,237.55,,1.8035
1982-03-10,237.25,,1.81
1982-03-11,239.4,,1.805
1982-03-12,240.1,,1.7975
1982-03-15,240.5,,1.807
1982-03-16,241.6,,1.802
1982-03-17,241.4,,1.8092
1982-03-18,242.1,,1.8095
1982-03-19,244.0,,1.799
1982-03-22,245.3,,1.7978
1982-03-23,244.9,,1.802
1982-03-24,243.6,,1.8045
1982-03-25,245.35,,1.7955
1982-03-26,247.1,,1.79
1982-03-29,247.2,,1.7775
1982-03-30,245.3,,1.7835
1982-03-31,248.25,,1.781
1982-04-01,246.2,,1.79
1982-04-02,245.6,,1.7875
1982-04-05,248.4,,1.7722
1982-04-06,248.4,,1.7505
1982-04-07,245.9,,1.763
1982-04-08,248.75,,1.753
1982-04-09,248.05,,1.754
1982-04-12,248.0,,1.768
1982-04-13,246.7,,1.769
1982-04-14,247.45,,1.76
1982-04-15,248.4,,1.7598
1982-04-16,247.8,,1.76
1982-04-19,245.0,,1.773
1982-04-20,243.15,,1.7705
1982-04-21,243.2,,1.777
1982-04-22,242.8,,1.7775
1982-04-23,241.15,,1.772
1982-04-26,238.4,,1.7775
1982-04-27,238.0,,1.7745
1982-04-28,237.25,,1.7855
1982-04-29,235.9,,1.794
1982-04-30,235.85,,1.7945
1982-05-03,236.6,,1.8135
1982-05-04,237.55,,1.7945
1982-05-05,234.1,,1.805
1982-05-06,233.55,,1.821
1982-05-07,232.92,,1.8262
1982-05-10,233.3,,1.836
1982-05-11,232.85,,1.833
1982-05-12,233.8,,1.837
1982-05-13,235.2,,1.824
1982-05-14,235.25,,1.8235
1982-05-17,236.85,,1.8165
1982-05-18,237.25,,1.8135
1982-05-19,238.95,,1.7965
1982-05-20,238.3,,1.7795
1982-05-21,237.6,,1.7975
1982-05-24,238.4,,1.8045
1982-05-25,240.2,,1.8048
1982-05-26,240.4,,1.8
1982-05-27,242.9,,1.7895
1982-05-28,243.3,,1.791
1982-05-31,,,
1982-06-01,244.3,,1.7875
1982-06-02,244.7,,1.7915
1982-06-03,243.2,,1.7962
1982-06-04,243.65,,1.795
1982-06-07,245.65,,1.79
1982-06-08,247.0,,1.782
1982-06-09,248.95,,1.7745
1982-06-10,249.3,,1.764
1982-06-11,247.55,,1.7745
1982-06-14,250.65,,1.758
1982-06-15,251.65,,1.7612
1982-06-16,252.85,,1.748
1982-06-17,254.5,,1.743
1982-06-18,255.15,,1.7385
1982-06-21,257.15,,1.727
1982-06-22,254.5,,1.7365
1982-06-23,256.0,,1.7295
1982-06-24,252.4,,1.733
1982-06-25,257.7,,1.719
1982-06-28,258.95,,1.7185
1982-06-29,255.55,,1.735
1982-06-30,255.0,,1.7355
1982-07-01,255.95,,1.735
1982-07-02,257.0,,1.731
1982-07-05,,,
1982-07-06,257.7,,1.7238
1982-07-07,259.0,,1.7105
1982-07-08,257.85,,1.7105
1982-07-09,255.8,,1.7245
1982-07-12,254.25,,1.7325
1982-07-13,257.5,,1.7225
1982-07-14,256.35,,1.723
1982-07-15,255.95,,1.7215
1982-07-16,254.05,,1.724
1982-07-19,254.65,,1.735
1982-07-20,253.75,,1.739
1982-07-21,252.05,,1.756
1982-07-22,251.85,,1.7475
1982-07-23,249.2,,1.7665
1982-07-26,250.95,,1.764
1982-07-27,252.3,,1.7562
1982-07-28,254.8,,1.7435
1982-07-29,256.6,,1.738
1982-07-30,258.1,,1.738
1982-08-02,256.6,,1.7535
1982-08-03,257.85,,1.7485
1982-08-04,260.35,,1.7278
1982-08-05,259.85,,1.7155
1982-08-06,260.1,,1.714
1982-08-09,262.3,,1.7
1982-08-10,263.9,,1.6975
1982-08-11,263.4,,1.698
1982-08-12,263.2,,1.698
1982-08-13,262.1,,1.702
1982-08-16,264.05,,1.7025
1982-08-17,264.05,,1.707
1982-08-18,259.2,,1.724
1982-08-19,258.35,,1.7235
1982-08-20,254.75,,1.7415
1982-08-23,254.6,,1.744
1982-08-24,251.5,,1.7665
1982-08-25,251.0,,1.7605
1982-08-26,253.2,,1.76
1982-08-27,256.6,,1.736
1982-08-30,260.95,,1.7085
1982-08-31,261.1,,1.7205
1982-09-01,259.1,,1.7205
1982-09-02,256.2,,1.735
1982-09-03,257.8,,1.7305
1982-09-06,,,
1982-09-07,257.45,,1.7278
1982-09-08,259.5,,1.721
1982-09-09,258.65,,1.728
1982-09-10,262.65,,1.7125
1982-09-13,264.0,,1.7053
1982-09-14,263.25,,1.7075
1982-09-15,263.4,,1.7065
1982-09-16,263.4,,1.7075
1982-09-17,263.2,,1.713
1982-09-20,264.5,,1.7105
