Date,gold
2006-11-01,627.827
2006-12-01,629.791
2007-01-01,631.166
2007-02-01,664.745
2007-03-01,654.895
2007-04-01,679.368
2007-05-01,667.31
2007-06-01,655.66
2007-07-01,665.38
2007-08-01,665.411
2007-09-01,712.653
2007-10-01,754.604
2007-11-01,806.248
2007-12-01,803.203
2008-01-01,889.595
2008-02-01,922.298
2008-03-01,968.434
2008-04-01,909.705
2008-05-01,888.663
2008-06-01,889.488
2008-07-01,939.772
2008-08-01,839.025
2008-09-01,829.932
2008-10-01,806.62
2008-11-01,760.863
2008-12-01,816.092
2009-01-01,858.69
2009-02-01,943
2009-03-01,924.273
2009-04-01,890.2
2009-05-01,928.645
2009-06-01,945.67
2009-07-01,934.228
2009-08-01,949.375
2009-09-01,996.591
2009-10-01,1043.159
2009-11-01,1127.036
2009-12-01,1134.724
2010-01-01,1117.963
2010-02-01,1095.413
2010-03-01,1113.337
2010-04-01,1148.688
2010-05-01,1205.434
2010-06-01,1232.92
2010-07-01,1192.966
2010-08-01,1215.81
2010-09-01,1270.977
2010-10-01,1342.024
2010-11-01,1369.886
2010-12-01,1390.553
2011-01-01,1360.46
2011-02-01,1374.68
2011-03-01,1423.26
2011-04-01,1480.89
2011-05-01,1512.58
2011-06-01,1529.36
2011-07-01,1572.75
2011-08-01,1759.01
2011-09-01,1772.14
2011-10-01,1666.43
2011-11-01,1739
2011-12-01,1639.97
2012-01-01,1654.05
2012-02-01,1744.82
2012-03-01,1675.95
2012-04-01,1649.2
2012-05-01,1589.04
2012-06-01,1598.76
2012-07-01,1594.29
2012-08-01,1630.31
2012-09-01,1744.81
2012-10-01,1746.58
2012-11-01,1721.64
2012-12-01,1684.762
2013-01-01,1671.84782608696
2013-02-01,1627.57
2013-03-01,1593.08619047619
2013-04-01,1487.85727272727
2013-05-01,1414.02695652174
2013-06-01,1343.35
2013-07-01,1285.51565217391
2013-08-01,1351.74181818182
2013-09-01,1348.6
2013-10-01,1316.58
2013-11-01,1275.86
2013-12-01,1221.5119047619
2014-01-01,1244.27
2014-02-01,1299.58
2014-03-01,1336.08
2014-04-01,1298.45
2014-05-01,1288.74
2014-06-01,1279.1
2014-07-01,1310.59
2014-08-01,1295.13
2014-09-01,1236.55
2014-10-01,1222.49
2014-11-01,1175.33
2014-12-01,1200.62
2015-01-01,1250.75
2015-02-01,1227.08
2015-03-01,1178.63
2015-04-01,1198.93
2015-05-01,1198.63
2015-06-01,1181.5
2015-07-01,1128.31
2015-08-01,1117.93
2015-09-01,1124.77
2015-10-01,1159.25
2015-11-01,1086.44
2015-12-01,1075.74
2016-01-01,1097.91
2016-02-01,1199.5
2016-03-01,1245.14
2016-04-01,1242.26
2016-05-01,1260.95
2016-06-01,1276.4
2016-07-01,1336.66
2016-08-01,1340.17
2016-09-01,1326.61
2016-10-01,1266.55
2016-11-01,1238.35
2016-12-01,1157.36
2017-01-01,1192.1
2017-02-01,1234.2
2017-03-01,1231.42
2017-04-01,1266.88
2017-05-01,1246.04
2017-06-01,1260.26
2017-07-01,1236.84
2017-08-01,1283.04
2017-09-01,1314.07
2017-10-01,1279.51
2017-11-01,1281.9
2017-12-01,1264.45
2018-01-01,1331.3
2018-02-01,1330.73
2018-03-01,1324.66
2018-04-01,1334.76
2018-05-01,1303.45
2018-06-01,1281.57
2018-07-01,1237.71
2018-08-01,1201.71
2018-09-01,1198.39
2018-10-01,1215.39
2018-11-01,1220.65
2018-12-01,1250.4
2019-01-01,1291.75
2019-02-01,1320.07
2019-03-01,1300.9
2019-04-01,1285.91
2019-05-01,1283.7
2019-06-01,1359.04
2019-07-01,1412.89
2019-08-01,1500.41
2019-09-01,1510.58
2019-10-01,1494.81
2019-11-01,1470.79
2019-12-01,1479.13
2020-01-01,1560.67
2020-02-01,1597.1
2020-03-01,1591.93
2020-04-01,1683.17
2020-05-01,1715.91
2020-06-01,1732.22
2020-07-01,1846.51
2020-08-01,1968.63
2020-09-01,1921.92
2020-10-01,1900.27
2020-11-01,1866.3
2020-12-01,1858.42
2021-01-01,1866.98
2021-02-01,1808.17
2021-03-01,1718.23
2021-04-01,1760.04
2021-05-01,1850.26
2021-06-01,1834.57
2021-07-01,1807.84
2021-08-01,1785.28
2021-09-01,1775.14
2021-10-01,1776.85
2021-11-01,1821.76
2021-12-01,1790.43
2022-01-01,1816.02
2022-02-01,1856.3
2022-03-01,1947.83
2022-04-01,1936.86
2022-05-01,1848.5
2022-06-01,1836.57
2022-07-01,1732.74
2022-08-01,1764.56
2022-09-01,1680.78
2022-10-01,1664.45
2022-11-01,1725.07
2022-12-01,1797.55
2023-01-01,1897.71
2023-02-01,1854.54
2023-03-01,1912.73
2023-04-01,1999.77
2023-05-01,1992.13
2023-06-01,1942.9
2023-07-01,1951.02
2023-08-01,1918.7
2023-09-01,1915.95
2023-10-01,1916.25
2023-11-01,1984.11
2023-12-01,2026.18
2024-01-01,2034.04
2024-02-01,2023.24
2024-03-01,2158.01
2024-04-01,2331.45
2024-05-01,2351.13
2024-06-01,2326.44
2024-07-01,2398.2
2024-08-01,2470.15
2024-09-01,2570.55
2024-10-01,2690.08
2024-11-01,2651.13
2024-12-01,2648.01
2025-01-02,2658.89990234375
2025-01-03,2645
2025-01-06,2638.39990234375
2025-01-07,2656.69995117188
2025-01-08,2664.5
2025-01-09,2683.80004882813
2025-01-10,2708.5
2025-01-13,2673.5
2025-01-14,2677.5
2025-01-15,2712.5
2025-01-16,2746.39990234375
2025-01-17,2744.30004882813
2025-01-21,2755
2025-01-22,2767.60009765625
2025-01-23,2763.10009765625
2025-01-24,2777.30004882813
2025-01-27,2737.5
2025-01-28,2766.80004882813
2025-01-29,2769.10009765625
2025-01-30,2823
2025-01-31,2812.5
2025-02-03,2833.89990234375
2025-02-04,2853.30004882813
2025-02-05,2871.60009765625
2025-02-06,2856
2025-02-07,2867.30004882813
2025-02-10,2914.30004882813
2025-02-11,2912.5
2025-02-12,2909
2025-02-13,2925.89990234375
2025-02-14,2883.60009765625
2025-02-18,2931.60009765625
2025-02-19,2919.39990234375
2025-02-20,2940
2025-02-21,2937.60009765625
2025-02-24,2947.89990234375
2025-02-25,2904.5
2025-02-26,2916.80004882813
2025-02-27,2883.19995117188
2025-02-28,2836.80004882813
2025-03-03,2890.19995117188
2025-03-04,2909.60009765625
2025-03-05,2915.30004882813
2025-03-06,2916.60009765625
2025-03-07,2904.69995117188
2025-03-10,2891
2025-03-11,2912.89990234375
2025-03-12,2939.10009765625
2025-03-13,2984.30004882813
2025-03-14,2994.5
2025-03-17,3000
2025-03-18,3035.10009765625
2025-03-19,3035.89990234375
2025-03-20,3040
2025-03-21,3018.19995117188
2025-03-24,3013.10009765625
2025-03-25,3023.69995117188
2025-03-26,3020.89990234375
2025-03-27,3060.19995117188
2025-03-28,3086.5
2025-03-31,3122.80004882813
2025-04-01,3118.89990234375
2025-04-02,3139.89990234375
2025-04-03,3097
2025-04-04,3012
2025-04-07,2951.30004882813
2025-04-08,2968.39990234375
2025-04-09,3056.5
2025-04-10,3155.19995117188
2025-04-11,3222.19995117188
2025-04-14,3204.80004882813
2025-04-15,3218.69995117188
2025-04-16,3326.60009765625
2025-04-17,3308.69995117188
2025-04-21,3406.19995117188
2025-04-22,3400.80004882813
2025-04-23,3276.30004882813
2025-04-24,3332
2025-04-25,3282.39990234375
2025-04-28,3332.5
2025-04-29,3318.80004882813
2025-04-30,3305
2025-05-01,3210
2025-05-02,3231.89990234375
2025-05-05,3311.30004882813
2025-05-06,3411.39990234375
2025-05-07,3381.39990234375
2025-05-08,3296.60009765625
2025-05-09,3335.39990234375
2025-05-12,3220
2025-05-13,3240.30004882813
2025-05-14,3181.39990234375
2025-05-15,3220.69995117188
2025-05-16,3182
2025-05-19,3228.89990234375
2025-05-20,3280.30004882813
2025-05-21,3309.30004882813
2025-05-22,3292.30004882813
2025-05-23,3363.60009765625
2025-05-27,3299.10009765625
2025-05-28,3293.60009765625
2025-05-29,3317.10009765625
2025-05-30,3288.89990234375
2025-06-02,3370.60009765625
2025-06-03,3350.19995117188
2025-06-04,3373.5
2025-06-05,3350.69995117188
2025-06-06,3322.69995117188
2025-06-09,3332.10009765625
2025-06-10,3320.89990234375
2025-06-11,3321.30004882813
2025-06-12,3380.89990234375
2025-06-13,3431.19995117188
2025-06-16,3396.39990234375
2025-06-17,3386.60009765625
2025-06-18,3389.80004882813
2025-06-20,3368.10009765625
2025-06-23,3377.69995117188
2025-06-24,3317.39990234375
2025-06-25,3327.10009765625
2025-06-26,3333.5
2025-06-27,3273.69995117188
2025-06-30,3294.39990234375
2025-07-01,3336.69995117188
2025-07-02,3348
2025-07-03,3331.60009765625
2025-07-04,3332.5
2025-07-07,3332.19995117188
2025-07-08,3307
2025-07-09,3311.60009765625
2025-07-10,3317.39990234375
2025-07-11,3356
2025-07-14,3351.5
2025-07-15,3329.80004882813
2025-07-16,3352.5
2025-07-17,3340.10009765625
2025-07-18,3353
2025-07-21,3401.89990234375
2025-07-22,3439.19995117188
2025-07-23,3394.10009765625
2025-07-24,3371
2025-07-25,3334
2025-07-28,3309.10009765625
2025-07-29,3323.39990234375
2025-07-30,3295.80004882813
2025-07-31,3293.19995117188
2025-08-01,3347.69995117188
2025-08-04,3374.39990234375
2025-08-05,3381.89990234375
2025-08-06,3380
2025-08-07,3400.30004882813
2025-08-08,3439.10009765625
2025-08-11,3353.10009765625
2025-08-12,3348.89990234375
2025-08-13,3358.69995117188
2025-08-14,3335.19995117188
2025-08-15,3336
2025-08-18,3331.69995117188
2025-08-19,3313.39990234375
2025-08-20,3343.39990234375
2025-08-21,3336.89990234375
2025-08-22,3374.39990234375
2025-08-25,3373.80004882813
2025-08-26,3388.60009765625
2025-08-27,3404.60009765625
2025-08-28,3431.80004882813
2025-08-29,3473.69995117188
2025-09-02,3549.39990234375
2025-09-03,3593.19995117188
2025-09-04,3565.80004882813
2025-09-05,3613.19995117188
2025-09-08,3638.10009765625
2025-09-09,3643.30004882813
2025-09-10,3643.60009765625
2025-09-11,3636.89990234375
2025-09-12,3649.39990234375
2025-09-15,3682.19995117188
2025-09-16,3688.89990234375
2025-09-17,3681.80004882813
2025-09-18,3643.69995117188
2025-09-19,3671.5
2025-09-22,3740.69995117188
2025-09-23,3780.60009765625
2025-09-24,3732.10009765625
2025-09-25,3736.89990234375
2025-09-26,3775.30004882813
2025-09-29,3820.89990234375
2025-09-30,3840.80004882813
2025-10-01,3867.5
2025-10-02,3839.69995117188
2025-10-03,3880.80004882813
2025-10-06,3948.5
2025-10-07,3976.60009765625
2025-10-08,4043.30004882813
2025-10-09,3946.30004882813
2025-10-10,3975.89990234375
2025-10-13,4108.60009765625
2025-10-14,4138.7001953125
2025-10-15,4176.89990234375
2025-10-16,4280.2001953125
2025-10-17,4189.89990234375
2025-10-20,4336.39990234375
2025-10-21,4087.69995117188
2025-10-22,4044.39990234375
2025-10-23,4125.5
2025-10-24,4118.39990234375
2025-10-27,4001.89990234375
2025-10-28,3966.19995117188
2025-10-29,3983.69995117188
2025-10-30,4001.30004882813
2025-10-31,3982.19995117188
2025-11-03,4000.30004882813
2025-11-04,3947.69995117188
2025-11-05,3980.30004882813
2025-11-06,3979.89990234375
2025-11-07,3999.39990234375
2025-11-10,4111.7998046875
2025-11-11,4106.7998046875
2025-11-12,4204.39990234375
2025-11-13,4186.89990234375
2025-11-14,4087.60009765625
2025-11-17,4068.30004882813
2025-11-18,4061.30004882813
2025-11-19,4077.69995117188
2025-11-20,4056.5
2025-11-21,4076.69995117188
2025-11-24,4091.89990234375
2025-11-25,4139.2001953125
2025-11-26,4165.2001953125
2025-11-28,4218.2998046875
2025-12-01,4239.2998046875
2025-12-02,4186.60009765625
2025-12-03,4199.2998046875
2025-12-04,4211.7998046875
2025-12-05,4212.89990234375
2025-12-08,4187.2001953125
2025-12-09,4206.7001953125
2025-12-10,4196.39990234375
2025-12-11,4285.5
2025-12-12,4300.10009765625
2025-12-15,4306.7001953125
2025-12-16,4304.5
2025-12-17,4347.5
2025-12-18,4339.5
2025-12-19,4361.39990234375
2025-12-22,4444.60009765625
2025-12-23,4482.7998046875
2025-12-24,4480.60009765625
2025-12-26,4529.10009765625
2025-12-29,4325.10009765625
2025-12-30,4370.10009765625
2025-12-31,4325.60009765625
2026-01-02,4314.39990234375
2026-01-05,4436.89990234375
2026-01-06,4482.2001953125
2026-01-07,4449.2998046875
2026-01-08,4449.7001953125
2026-01-09,4490.2998046875
2026-01-12,4604.2998046875
2026-01-13,4589.2001953125
2026-01-14,4626.2998046875
2026-01-15,4616.2998046875
2026-01-16,4588.39990234375
2026-01-20,4759.60009765625
2026-01-21,4831.7998046875
2026-01-22,4908.7998046875
2026-01-23,4976.2001953125
2026-01-26,5079.7001953125
2026-01-27,5079.89990234375
2026-01-28,5301.60009765625
2026-01-29,5318.39990234375
2026-01-30,4713.89990234375
2026-02-02,4622.5
2026-02-03,4903.7001953125
2026-02-04,4920.39990234375
2026-02-05,4861.39990234375
2026-02-06,4951.2001953125
2026-02-09,5050.89990234375
2026-02-10,5003.7998046875
2026-02-11,5071.60009765625
2026-02-12,4923.7001953125
2026-02-13,5022
2026-02-17,4882.89990234375
2026-02-18,4986.5
2026-02-19,4975.89990234375
2026-02-20,5059.2998046875
